DISTRICT,PROVINCE,ZONE,RIVER_BASIN,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,PEAK_24H_RAIN,NBRO_LANDSLIDE_ALERT,FLOOD_OCCURRENCE,HAZARD_INDEX
Nuwara Eliya,Wet,Wet,Mahaweli Ganga,2012,69.8,52.1,121.0,191.7,230.9,139.4,151.3,117.5,159.5,179.5,163.5,20.0,1596.2,89.1,1,No Flood,1
Badulla,Intermediate/Wet,Intermediate/Wet,Mahaweli Ganga,2012,109.7,44.8,84.6,89.7,134.7,176.2,21.7,103.2,50.3,263.4,337.0,158.7,1574.1,95.4,1,Minor Flood,1
Matale,Intermediate/Wet,Intermediate/Wet,Mahaweli Ganga,2012,135.1,89.4,56.0,124.6,54.4,107.0,120.9,10.0,102.5,149.3,194.0,187.0,1330.3,62.9,0,No Flood,0
Kurunegala,Intermediate,Intermediate,Deduru Oya,2012,77.1,29.6,130.6,127.6,112.5,146.6,90.0,24.0,110.2,162.6,266.7,108.5,1385.9,80.2,0,Minor Flood,1
Anuradhapura,Dry,Dry,Malwathu Oya,2012,123.3,56.0,41.5,20.0,35.9,24.3,50.0,23.6,21.8,25.0,84.9,175.3,681.6,63.6,0,No Flood,0
Polonnaruwa,Dry,Dry,Mahaweli Ganga,2012,128.9,71.1,107.8,161.7,74.7,23.8,47.1,30.3,91.8,193.8,143.0,103.6,1177.5,74.6,0,No Flood,0
Hambantota,Dry,Dry,Walawe Ganga,2012,60.5,42.9,80.4,83.1,15.0,128.8,82.9,10.0,26.4,223.9,240.2,154.2,1148.3,96.3,0,Minor Flood,1
Monaragala,Dry/Intermediate,Dry/Intermediate,Menik Ganga,2012,55.3,48.2,63.1,58.3,52.5,104.5,31.1,54.3,69.3,150.7,124.5,184.4,996.2,67.3,0,No Flood,0
Ampara,Dry,Dry,Gal Oya,2012,121.7,45.6,83.9,145.9,15.0,107.3,144.8,31.6,15.0,313.7,76.5,209.3,1310.3,131.2,0,Minor Flood,1
Batticaloa,Dry,Dry,Mundeni Aru,2012,131.1,90.4,61.8,143.4,41.7,10.0,10.0,10.0,15.0,69.2,156.7,317.3,1056.5,98.1,0,Minor Flood,1
Trincomalee,Dry,Dry,Mahaweli Ganga,2012,143.7,44.0,73.1,75.3,148.6,66.8,14.5,10.0,32.6,181.0,160.6,210.0,1160.1,60.4,0,No Flood,0
Jaffna,Dry,Dry,Peninsula / Coastal,2012,79.3,83.1,124.2,77.5,53.1,69.6,79.2,10.0,15.0,138.6,146.3,184.7,1060.7,78.8,0,No Flood,0
Kilinochchi,Dry,Dry,Kanakarayan Aru,2012,135.6,61.4,70.3,95.0,67.8,10.0,10.0,91.2,15.0,93.6,116.9,134.9,901.7,49.2,0,No Flood,0
Mannar,Dry,Dry,Aruvi Aru,2012,71.3,36.5,53.5,107.1,27.3,10.0,10.0,48.5,35.9,95.4,213.9,261.6,970.8,75.6,0,Minor Flood,1
Vavuniya,Dry,Dry,Malwathu Oya,2012,122.0,43.3,57.4,46.8,15.0,52.1,10.0,32.9,30.7,71.2,143.1,115.0,739.6,48.9,0,No Flood,0
Mullaitivu,Dry,Dry,Nay Aru,2012,111.3,81.2,10.0,85.0,92.5,10.0,10.0,32.6,15.0,118.7,98.6,307.0,971.8,135.5,0,Minor Flood,1
Puttalam,Dry,Dry,Deduru Oya,2012,82.2,10.4,122.9,116.5,103.2,12.3,57.1,10.0,73.1,130.1,172.3,154.8,1044.8,58.6,0,No Flood,0
Colombo,Wet,Wet,Kelani Ganga,2013,53.9,65.6,98.2,213.8,250.2,323.6,102.6,169.9,130.1,83.6,282.6,73.0,1847.1,108.7,0,Minor Flood,1
Gampaha,Wet,Wet,Kelani Ganga,2013,46.6,14.1,61.4,190.7,255.3,240.0,250.3,63.6,188.2,298.0,246.7,20.0,1874.8,112.8,0,Minor Flood,1
Kalutara,Wet,Wet,Kalu Ganga,2013,82.8,59.5,128.8,193.3,222.8,359.8,223.8,245.8,241.4,263.4,316.4,99.3,2437.0,142.8,2,Minor Flood,1
Ratnapura,Wet,Wet,Kalu Ganga,2013,51.7,32.2,184.6,201.4,279.1,354.3,285.9,275.8,350.7,400.7,219.5,45.5,2681.3,127.0,2,Minor Flood,1
Kegalle,Wet,Wet,Kelani Ganga,2013,68.4,9.1,74.1,135.8,388.2,277.1,375.2,183.4,238.0,237.8,321.5,69.0,2377.5,121.6,2,Minor Flood,1
Galle,Wet,Wet,Gin Ganga,2013,36.8,64.5,85.3,110.1,281.5,277.1,280.8,162.5,208.9,314.3,199.4,83.5,2104.6,99.2,1,Minor Flood,1
Matara,Wet,Wet,Nilwala Ganga,2013,38.8,16.7,86.1,180.8,266.7,279.3,231.4,160.8,314.6,182.8,166.6,104.9,2029.4,122.9,2,Minor Flood,1
Kandy,Wet,Wet,Mahaweli Ganga,2013,78.8,22.2,46.2,160.0,251.4,183.6,73.3,105.3,151.4,117.6,292.6,107.5,1589.8,100.3,2,Minor Flood,1
Nuwara Eliya,Wet,Wet,Mahaweli Ganga,2013,37.2,9.7,106.0,212.0,130.3,252.2,160.2,189.0,181.4,60.0,227.9,165.3,1731.4,85.3,1,No Flood,1
Badulla,Intermediate/Wet,Intermediate/Wet,Mahaweli Ganga,2013,110.1,41.7,10.0,143.3,41.1,166.5,66.8,75.9,66.7,186.8,96.4,126.3,1131.7,70.4,0,No Flood,0
Matale,Intermediate/Wet,Intermediate/Wet,Mahaweli Ganga,2013,126.6,39.4,113.5,147.5,142.9,96.1,10.0,33.0,119.5,183.6,272.1,191.9,1476.1,89.4,1,Minor Flood,1
Kurunegala,Intermediate,Intermediate,Deduru Oya,2013,86.6,24.2,81.1,138.0,301.8,127.2,52.8,135.9,173.6,303.8,356.5,141.1,1922.6,115.6,0,Major Flood,2
Anuradhapura,Dry,Dry,Malwathu Oya,2013,101.9,25.7,74.2,143.7,15.0,100.8,10.0,10.0,46.5,137.4,106.3,199.0,970.6,83.8,0,No Flood,0
Polonnaruwa,Dry,Dry,Mahaweli Ganga,2013,125.3,68.4,118.1,83.7,188.7,19.8,10.0,27.7,208.2,204.7,209.0,224.7,1488.3,88.3,0,Minor Flood,1
Hambantota,Dry,Dry,Walawe Ganga,2013,80.6,28.3,88.7,110.4,113.3,10.0,71.1,21.2,142.1,173.3,168.5,136.6,1144.1,68.3,0,No Flood,0
Monaragala,Dry/Intermediate,Dry/Intermediate,Menik Ganga,2013,104.3,35.9,44.4,199.3,82.1,151.0,73.4,76.9,106.4,85.1,198.3,96.7,1253.8,86.4,0,Minor Flood,1
Ampara,Dry,Dry,Gal Oya,2013,168.9,53.5,80.1,75.9,15.0,10.9,10.0,10.0,28.9,201.2,149.0,138.7,942.1,67.3,0,No Flood,0
Batticaloa,Dry,Dry,Mundeni Aru,2013,193.1,88.2,34.0,137.9,48.4,133.2,63.9,38.2,78.3,150.5,173.4,340.6,1479.6,130.3,0,Minor Flood,1
Trincomalee,Dry,Dry,Mahaweli Ganga,2013,140.7,84.9,98.2,62.4,15.0,13.1,10.0,14.1,64.8,97.5,77.1,234.7,912.5,78.5,0,No Flood,0
Jaffna,Dry,Dry,Peninsula / Coastal,2013,118.0,78.6,73.8,133.4,81.7,76.8,10.1,102.9,15.0,134.9,228.6,239.7,1293.5,87.5,0,Minor Flood,1
Kilinochchi,Dry,Dry,Kanakarayan Aru,2013,98.0,55.9,100.8,151.2,15.0,74.6,40.8,83.4,33.4,197.4,324.6,234.7,1409.8,132.2,0,Minor Flood,1
Mannar,Dry,Dry,Aruvi Aru,2013,168.4,73.4,25.6,96.6,77.8,69.6,10.0,10.0,15.0,152.9,178.9,178.8,1057.0,70.7,0,No Flood,0
Vavuniya,Dry,Dry,Malwathu Oya,2013,161.6,50.6,21.1,74.6,15.0,102.2,98.0,38.8,94.1,143.9,146.7,168.3,1114.9,53.9,0,No Flood,0
Mullaitivu,Dry,Dry,Nay Aru,2013,121.0,76.0,55.4,141.3,38.1,47.0,43.4,33.2,64.9,128.5,259.9,345.1,1353.7,104.9,0,Minor Flood,1
Puttalam,Dry,Dry,Deduru Oya,2013,86.5,30.5,51.7,138.0,15.0,74.1,10.0,84.0,169.7,106.9,213.1,89.2,1068.7,70.6,0,No Flood,0
Colombo,Wet,Wet,Kelani Ganga,2014,7.7,26.6,53.1,156.5,98.3,145.3,96.3,158.5,179.9,99.6,182.1,20.0,1223.9,73.1,0,No Flood,0
Gampaha,Wet,Wet,Kelani Ganga,2014,63.9,49.2,49.0,78.3,190.7,124.9,205.9,113.0,102.0,99.2,259.8,25.3,1361.3,112.4,0,Minor Flood,1
Kalutara,Wet,Wet,Kalu Ganga,2014,5.0,45.9,26.5,162.5,353.4,352.0,176.9,119.8,289.9,259.1,201.3,32.9,2025.2,114.8,2,Minor Flood,1
Ratnapura,Wet,Wet,Kalu Ganga,2014,68.5,37.0,90.8,140.7,291.1,173.8,208.1,219.7,172.6,126.4,348.4,47.8,1924.9,124.3,2,Minor Flood,1
Kegalle,Wet,Wet,Kelani Ganga,2014,61.9,5.0,47.9,148.0,390.2,178.8,138.7,226.6,220.4,264.8,179.5,63.5,1925.4,140.1,2,Minor Flood,1
Galle,Wet,Wet,Gin Ganga,2014,54.5,47.8,82.6,205.8,308.9,161.4,141.9,196.2,65.3,181.4,121.2,44.8,1611.9,93.7,1,Minor Flood,1
Matara,Wet,Wet,Nilwala Ganga,2014,5.0,43.2,40.5,90.8,231.4,248.2,252.1,169.6,265.2,106.5,342.0,20.0,1814.4,147.4,2,Minor Flood,1
Kandy,Wet,Wet,Mahaweli Ganga,2014,44.8,5.4,44.2,66.3,143.5,66.2,88.8,147.2,177.6,160.5,177.0,182.2,1303.7,59.0,0,No Flood,0
Nuwara Eliya,Wet,Wet,Mahaweli Ganga,2014,58.4,49.0,46.9,92.4,139.2,211.2,164.6,106.9,188.2,25.0,227.9,27.4,1337.0,68.5,0,No Flood,0
Badulla,Intermediate/Wet,Intermediate/Wet,Mahaweli Ganga,2014,79.6,28.5,98.8,146.4,29.2,82.6,70.4,68.0,15.0,194.8,114.2,114.4,1041.8,71.4,0,No Flood,0
Matale,Intermediate/Wet,Intermediate/Wet,Mahaweli Ganga,2014,36.8,67.4,10.0,88.6,122.9,81.6,37.2,10.0,80.9,69.5,162.2,134.4,901.4,53.1,0,No Flood,0
Kurunegala,Intermediate,Intermediate,Deduru Oya,2014,35.4,30.8,65.9,157.1,153.2,108.7,50.9,91.3,73.8,80.7,137.6,82.6,1067.9,51.3,0,No Flood,0
Anuradhapura,Dry,Dry,Malwathu Oya,2014,73.7,32.9,12.9,98.7,37.9,77.1,61.7,59.1,15.0,139.3,156.6,66.5,831.4,49.7,0,No Flood,0
Polonnaruwa,Dry,Dry,Mahaweli Ganga,2014,124.4,42.7,41.8,149.7,72.0,58.6,10.0,54.1,15.0,44.0,103.5,107.9,823.5,47.2,0,No Flood,0
Hambantota,Dry,Dry,Walawe Ganga,2014,75.6,27.8,53.3,59.9,16.6,61.5,43.5,65.8,109.2,59.3,169.4,29.3,771.1,48.6,0,No Flood,0
Monaragala,Dry/Intermediate,Dry/Intermediate,Menik Ganga,2014,71.0,66.2,14.3,119.9,119.6,83.1,142.4,13.5,92.0,111.2,212.5,117.2,1162.8,88.4,0,Minor Flood,1
Ampara,Dry,Dry,Gal Oya,2014,68.3,48.3,84.9,77.2,44.0,10.0,10.0,68.0,15.0,155.0,137.6,149.9,868.2,46.0,0,No Flood,0
Batticaloa,Dry,Dry,Mundeni Aru,2014,140.1,59.4,55.6,93.7,15.0,20.6,14.5,12.6,26.1,122.1,104.2,254.7,918.8,85.9,0,Minor Flood,1
Trincomalee,Dry,Dry,Mahaweli Ganga,2014,107.4,29.6,111.7,123.9,34.9,14.4,10.0,10.0,15.0,226.1,228.3,142.7,1053.9,90.5,0,Minor Flood,1
Jaffna,Dry,Dry,Peninsula / Coastal,2014,88.0,69.7,83.4,148.8,15.0,10.0,10.0,10.0,15.0,83.9,179.8,220.5,934.1,97.4,0,Minor Flood,1
Kilinochchi,Dry,Dry,Kanakarayan Aru,2014,150.1,26.5,45.0,99.2,15.0,10.0,75.5,30.8,15.0,127.1,224.0,150.1,968.3,92.1,0,Minor Flood,1
Mannar,Dry,Dry,Aruvi Aru,2014,33.4,45.4,10.0,46.2,15.0,61.5,22.1,10.0,63.6,25.0,122.3,86.7,541.1,40.1,0,No Flood,0
Vavuniya,Dry,Dry,Malwathu Oya,2014,106.6,34.9,54.9,85.2,118.7,10.0,14.1,10.0,26.7,132.8,71.0,119.0,784.0,53.1,0,No Flood,0
Mullaitivu,Dry,Dry,Nay Aru,2014,71.8,87.3,58.8,72.7,15.0,10.0,77.5,22.8,15.0,131.4,60.5,236.7,859.6,82.5,0,No Flood,0
Puttalam,Dry,Dry,Deduru Oya,2014,54.4,12.9,10.0,81.2,18.2,34.5,10.0,104.0,65.1,87.6,128.2,163.8,769.9,54.2,0,No Flood,0
Colombo,Wet,Wet,Kelani Ganga,2015,25.4,12.0,106.7,198.9,302.7,302.0,252.8,181.4,165.8,211.7,274.6,20.0,2054.1,101.0,0,Minor Flood,1
Gampaha,Wet,Wet,Kelani Ganga,2015,25.2,50.3,95.1,220.5,249.6,176.9,184.7,200.2,164.0,313.8,243.2,61.0,1984.5,97.1,0,Minor Flood,1
Kalutara,Wet,Wet,Kalu Ganga,2015,12.9,55.8,229.0,277.7,364.0,329.6,332.6,295.0,341.7,372.4,233.9,138.3,2982.8,112.2,2,Minor Flood,1
Ratnapura,Wet,Wet,Kalu Ganga,2015,97.2,94.2,144.0,223.9,475.1,463.9,323.2,255.5,419.3,384.6,321.2,142.9,3345.0,190.4,3,Major Flood,2
Kegalle,Wet,Wet,Kelani Ganga,2015,26.0,20.3,106.1,285.0,451.9,365.2,228.1,332.9,311.9,354.5,361.3,118.7,2961.8,187.5,3,Major Flood,2
Galle,Wet,Wet,Gin Ganga,2015,39.0,67.2,178.1,279.5,339.5,324.6,278.4,221.1,401.8,309.3,162.5,125.3,2726.3,139.7,2,Minor Flood,1
Matara,Wet,Wet,Nilwala Ganga,2015,87.0,5.0,117.9,276.6,387.1,315.5,231.8,239.1,322.9,243.3,342.5,154.5,2723.1,150.8,3,Major Flood,2
Kandy,Wet,Wet,Mahaweli Ganga,2015,72.4,66.1,83.7,236.2,194.5,147.8,171.8,38.9,98.1,245.8,293.8,120.8,1769.8,102.0,2,Minor Flood,1
Nuwara Eliya,Wet,Wet,Mahaweli Ganga,2015,103.0,38.9,126.8,218.2,196.9,231.4,141.6,196.4,180.9,241.8,269.4,137.6,2082.8,116.8,2,Minor Flood,1
Badulla,Intermediate/Wet,Intermediate/Wet,Mahaweli Ganga,2015,131.6,96.8,113.4,228.5,85.2,158.5,64.2,125.7,84.0,254.6,334.6,199.2,1876.4,140.4,2,Major Flood,2
Matale,Intermediate/Wet,Intermediate/Wet,Mahaweli Ganga,2015,96.9,76.2,104.1,163.8,165.9,137.4,84.6,58.6,152.7,231.2,139.0,212.2,1622.6,77.2,1,No Flood,1
Kurunegala,Intermediate,Intermediate,Deduru Oya,2015,85.9,8.3,91.9,196.6,134.1,55.5,177.8,101.4,195.3,214.3,201.4,137.2,1599.9,65.7,0,No Flood,0
Anuradhapura,Dry,Dry,Malwathu Oya,2015,68.5,41.5,85.1,191.3,15.0,30.3,57.9,10.0,72.5,25.0,211.0,135.9,944.0,89.7,0,Minor Flood,1
Polonnaruwa,Dry,Dry,Mahaweli Ganga,2015,137.8,43.3,53.1,151.2,18.5,68.2,77.1,81.1,15.0,308.6,248.8,216.5,1419.3,117.0,0,Minor Flood,1
Hambantota,Dry,Dry,Walawe Ganga,2015,28.8,84.6,71.5,64.4,29.7,10.0,10.6,49.0,145.4,183.8,194.2,74.8,946.7,62.7,0,No Flood,0
Monaragala,Dry/Intermediate,Dry/Intermediate,Menik Ganga,2015,109.5,51.1,58.4,135.1,107.5,10.0,41.8,53.1,15.0,293.5,153.4,152.2,1180.6,114.8,0,Minor Flood,1
Ampara,Dry,Dry,Gal Oya,2015,133.1,84.7,96.1,216.1,95.9,104.0,55.4,10.0,79.0,171.7,223.4,208.0,1477.3,77.1,0,No Flood,0
Batticaloa,Dry,Dry,Mundeni Aru,2015,191.2,113.7,106.2,125.7,98.8,10.0,10.0,10.0,15.0,172.8,234.0,336.9,1424.2,99.2,0,Minor Flood,1
Trincomalee,Dry,Dry,Mahaweli Ganga,2015,207.0,122.4,81.7,140.3,65.8,65.2,27.7,43.5,15.0,181.7,229.9,246.3,1426.5,74.6,0,No Flood,0
Jaffna,Dry,Dry,Peninsula / Coastal,2015,177.0,87.4,66.2,127.9,15.0,10.0,10.0,10.0,54.6,108.1,153.6,270.9,1090.8,84.4,0,Minor Flood,1
Kilinochchi,Dry,Dry,Kanakarayan Aru,2015,187.0,104.4,36.1,175.9,37.4,77.3,22.5,74.8,15.0,143.8,258.1,120.2,1252.5,73.3,0,Minor Flood,1
Mannar,Dry,Dry,Aruvi Aru,2015,165.9,66.0,94.1,172.1,123.6,47.4,10.0,42.7,83.4,136.6,272.6,244.1,1458.5,113.6,0,Minor Flood,1
Vavuniya,Dry,Dry,Malwathu Oya,2015,112.7,110.6,112.0,131.9,15.0,10.0,44.6,10.0,15.0,64.4,148.5,226.4,1001.0,86.2,0,Minor Flood,1
Mullaitivu,Dry,Dry,Nay Aru,2015,179.5,101.4,94.0,142.6,218.4,10.0,10.0,11.6,15.0,69.6,114.0,209.2,1175.2,93.1,0,Minor Flood,1
Puttalam,Dry,Dry,Deduru Oya,2015,99.6,42.6,66.6,109.8,69.6,57.6,71.6,60.1,52.0,95.3,278.5,142.7,1146.2,114.1,0,Minor Flood,1
Colombo,Wet,Wet,Kelani Ganga,2016,116.9,39.4,181.9,284.4,412.2,431.4,182.8,271.7,431.6,376.5,511.8,70.0,3310.7,218.3,0,Major Flood,2
Gampaha,Wet,Wet,Kelani Ganga,2016,67.6,16.1,202.6,249.8,401.2,250.3,242.6,271.0,281.9,325.9,392.2,44.8,2746.0,170.2,0,Major Flood,2
Kalutara,Wet,Wet,Kalu Ganga,2016,86.3,41.8,208.3,331.9,625.5,443.6,350.7,394.3,462.5,402.0,540.7,101.6,3989.3,260.3,3,Major Flood,2
Ratnapura,Wet,Wet,Kalu Ganga,2016,160.6,39.8,233.0,382.5,493.2,494.6,429.4,314.6,383.5,346.7,525.8,138.2,3941.9,166.3,3,Major Flood,2
Kegalle,Wet,Wet,Kelani Ganga,2016,82.0,24.7,195.9,282.0,479.7,362.3,310.0,350.1,338.2,328.7,469.6,114.9,3338.1,179.5,3,Major Flood,2
Galle,Wet,Wet,Gin Ganga,2016,135.5,60.8,155.9,291.6,504.9,389.6,317.8,310.1,430.8,504.0,412.2,165.2,3678.3,193.4,3,Major Flood,2
Matara,Wet,Wet,Nilwala Ganga,2016,108.0,11.7,145.1,291.3,430.2,385.0,414.8,269.0,507.8,397.4,423.6,155.8,3539.6,182.8,3,Major Flood,2
Kandy,Wet,Wet,Mahaweli Ganga,2016,136.0,67.8,131.8,311.4,248.5,217.4,285.0,192.6,205.4,336.7,433.7,213.8,2780.2,142.8,2,Minor Flood,1
Nuwara Eliya,Wet,Wet,Mahaweli Ganga,2016,90.3,98.6,200.1,274.2,344.4,356.0,292.9,191.1,257.9,245.5,392.0,205.9,2948.7,136.7,2,Minor Flood,1
Badulla,Intermediate/Wet,Intermediate/Wet,Mahaweli Ganga,2016,161.1,74.0,96.8,204.0,83.9,161.9,10.0,52.4,109.3,291.0,423.2,351.3,2018.9,148.6,2,Major Flood,2
Matale,Intermediate/Wet,Intermediate/Wet,Mahaweli Ganga,2016,153.8,92.3,147.1,357.9,85.6,163.9,81.3,82.1,95.9,199.3,297.5,190.2,1946.8,101.4,2,Minor Flood,1
Kurunegala,Intermediate,Intermediate,Deduru Oya,2016,111.3,98.8,149.1,268.9,181.2,125.0,115.4,99.2,182.0,202.5,377.8,156.5,2067.9,113.9,0,Major Flood,2
Anuradhapura,Dry,Dry,Malwathu Oya,2016,139.4,110.3,123.4,118.2,15.0,193.3,131.0,46.6,73.8,170.9,263.0,207.7,1592.6,93.2,0,Minor Flood,1
Polonnaruwa,Dry,Dry,Mahaweli Ganga,2016,156.9,96.0,69.1,189.3,181.6,69.1,54.8,10.0,56.7,301.0,244.7,268.3,1697.6,104.9,0,Minor Flood,1
Hambantota,Dry,Dry,Walawe Ganga,2016,100.2,80.9,130.3,208.1,15.0,152.0,10.0,107.7,73.0,251.0,148.3,231.1,1507.6,87.0,0,Minor Flood,1
Monaragala,Dry/Intermediate,Dry/Intermediate,Menik Ganga,2016,136.0,62.0,154.5,172.0,152.4,98.8,78.5,48.1,129.9,252.9,280.3,213.9,1779.2,119.2,0,Minor Flood,1
Ampara,Dry,Dry,Gal Oya,2016,227.8,112.8,107.4,210.0,39.2,61.4,49.6,80.9,15.0,228.9,385.3,393.2,1911.4,143.9,0,Major Flood,2
Batticaloa,Dry,Dry,Mundeni Aru,2016,262.0,146.6,85.0,266.3,178.0,97.0,72.9,30.5,70.3,193.5,200.9,321.5,1924.5,101.7,0,Minor Flood,1
Trincomalee,Dry,Dry,Mahaweli Ganga,2016,193.3,168.7,100.8,186.2,109.2,113.4,94.8,90.8,29.4,214.1,311.0,328.9,1940.5,146.9,0,Major Flood,2
Jaffna,Dry,Dry,Peninsula / Coastal,2016,201.8,115.9,73.8,126.6,15.0,50.4,27.6,53.0,43.2,201.8,260.4,395.7,1565.4,153.0,0,Major Flood,2
Kilinochchi,Dry,Dry,Kanakarayan Aru,2016,235.9,141.2,100.1,170.9,107.8,85.5,25.2,52.1,43.9,157.6,318.8,317.4,1756.6,113.3,0,Minor Flood,1
Mannar,Dry,Dry,Aruvi Aru,2016,194.2,145.6,84.4,133.6,29.4,59.4,107.8,97.3,37.8,200.8,169.0,238.5,1497.7,93.9,0,Minor Flood,1
Vavuniya,Dry,Dry,Malwathu Oya,2016,222.8,126.0,44.2,132.4,15.0,15.2,78.0,23.3,73.8,117.5,286.8,256.4,1391.4,80.6,0,Minor Flood,1
Mullaitivu,Dry,Dry,Nay Aru,2016,167.6,135.0,124.9,114.9,75.2,101.8,18.9,62.8,15.0,274.7,236.8,322.1,1649.8,126.4,0,Minor Flood,1
Puttalam,Dry,Dry,Deduru Oya,2016,162.4,80.8,85.2,202.6,112.8,40.0,52.3,55.6,161.5,118.8,352.4,146.0,1570.4,137.2,0,Minor Flood,1
Colombo,Wet,Wet,Kelani Ganga,2017,94.7,20.8,196.0,348.0,378.8,349.4,236.4,314.4,249.2,391.7,365.8,46.1,2991.3,141.4,0,Minor Flood,1
Gampaha,Wet,Wet,Kelani Ganga,2017,75.2,5.0,153.8,317.4,328.8,399.2,186.6,278.9,328.1,245.0,567.7,108.5,2994.3,186.6,0,Major Flood,2
Kalutara,Wet,Wet,Kalu Ganga,2017,67.3,42.6,150.0,383.9,564.3,554.6,408.1,289.6,521.7,308.4,361.3,86.1,3738.1,226.1,3,Major Flood,2
Ratnapura,Wet,Wet,Kalu Ganga,2017,130.9,49.3,250.5,353.0,541.2,556.4,398.0,349.1,463.3,449.7,596.2,65.7,4203.3,263.5,3,Major Flood,2
Kegalle,Wet,Wet,Kelani Ganga,2017,124.8,52.2,165.8,341.6,573.4,379.0,341.9,315.2,457.0,449.2,476.4,20.0,3696.4,205.8,3,Major Flood,2
Galle,Wet,Wet,Gin Ganga,2017,92.2,17.1,181.8,339.5,540.7,313.3,418.2,297.5,450.5,438.9,386.7,175.1,3651.5,182.5,3,Major Flood,2
Matara,Wet,Wet,Nilwala Ganga,2017,34.0,39.9,139.1,348.1,451.1,361.7,277.1,382.6,384.6,324.3,425.7,226.8,3394.9,193.2,3,Major Flood,2
Kandy,Wet,Wet,Mahaweli Ganga,2017,105.4,60.3,142.1,297.5,378.3,279.0,262.2,152.8,222.9,292.9,398.9,164.8,2757.0,126.8,2,Minor Flood,1
Nuwara Eliya,Wet,Wet,Mahaweli Ganga,2017,116.0,63.6,217.3,333.5,226.2,282.3,352.8,200.3,388.6,299.2,350.2,215.7,3045.8,172.3,3,Major Flood,2
Badulla,Intermediate/Wet,Intermediate/Wet,Mahaweli Ganga,2017,220.6,68.3,126.0,228.8,184.4,77.4,17.2,94.0,125.7,367.8,230.6,331.8,2072.6,133.1,2,Minor Flood,1
Matale,Intermediate/Wet,Intermediate/Wet,Mahaweli Ganga,2017,135.2,128.3,168.9,220.2,54.0,87.0,40.0,37.3,233.3,390.4,227.3,263.5,1985.3,142.2,2,Major Flood,2
Kurunegala,Intermediate,Intermediate,Deduru Oya,2017,103.0,57.0,136.8,271.5,134.9,258.4,150.2,156.7,131.0,378.8,322.6,176.3,2277.0,123.5,0,Major Flood,2
Anuradhapura,Dry,Dry,Malwathu Oya,2017,131.7,68.3,85.7,155.5,36.7,30.5,65.3,103.0,60.4,204.2,174.1,232.4,1347.9,91.8,0,Minor Flood,1
Polonnaruwa,Dry,Dry,Mahaweli Ganga,2017,209.1,120.8,123.1,261.3,81.3,108.6,34.6,153.9,170.2,232.7,286.1,352.2,2133.9,153.0,0,Major Flood,2
Hambantota,Dry,Dry,Walawe Ganga,2017,102.8,60.3,104.4,89.4,163.3,219.2,99.9,60.5,83.3,251.3,218.1,216.0,1668.5,101.8,0,Minor Flood,1
Monaragala,Dry/Intermediate,Dry/Intermediate,Menik Ganga,2017,130.2,85.7,104.1,228.7,64.4,166.3,166.8,70.2,153.8,180.2,343.9,296.0,1990.4,125.1,0,Minor Flood,1
Ampara,Dry,Dry,Gal Oya,2017,214.8,136.9,59.8,179.3,64.6,62.0,10.0,76.0,112.3,187.4,186.4,296.5,1586.0,91.5,0,Minor Flood,1
Batticaloa,Dry,Dry,Mundeni Aru,2017,243.1,148.2,120.3,76.1,122.9,126.2,10.0,10.0,28.2,198.2,288.6,298.5,1670.3,117.3,0,Minor Flood,1
Trincomalee,Dry,Dry,Mahaweli Ganga,2017,265.0,111.0,64.0,149.4,48.6,67.1,45.4,16.9,65.3,242.5,306.6,428.8,1810.6,179.8,0,Major Flood,2
Jaffna,Dry,Dry,Peninsula / Coastal,2017,174.4,106.5,174.6,189.2,191.5,113.3,45.7,44.0,38.8,92.9,223.0,385.3,1779.1,156.9,0,Major Flood,2
Kilinochchi,Dry,Dry,Kanakarayan Aru,2017,192.0,100.3,69.0,190.2,15.0,10.0,98.8,10.0,88.8,85.0,329.2,251.1,1439.4,132.8,0,Minor Flood,1
Mannar,Dry,Dry,Aruvi Aru,2017,177.3,89.6,45.4,228.5,15.0,76.7,82.5,10.0,92.5,231.5,321.1,240.4,1610.6,111.0,0,Minor Flood,1
Vavuniya,Dry,Dry,Malwathu Oya,2017,196.8,77.0,150.8,151.9,133.9,61.7,60.3,75.9,93.0,188.3,269.5,307.0,1766.1,94.5,0,Minor Flood,1
Mullaitivu,Dry,Dry,Nay Aru,2017,226.3,136.3,129.8,172.8,15.0,31.7,41.1,10.0,115.1,217.3,259.7,403.2,1758.4,166.4,0,Major Flood,2
Puttalam,Dry,Dry,Deduru Oya,2017,144.4,47.7,136.1,188.5,138.9,10.0,98.0,10.0,67.4,141.3,315.2,196.3,1493.7,141.8,0,Major Flood,2
Colombo,Wet,Wet,Kelani Ganga,2018,23.2,52.3,75.5,69.0,287.6,138.3,142.4,145.5,140.3,204.5,172.1,74.2,1524.9,105.4,0,Minor Flood,1
Gampaha,Wet,Wet,Kelani Ganga,2018,58.3,7.5,85.6,195.9,186.4,202.5,96.2,175.8,279.9,394.1,260.8,112.1,2055.1,149.4,0,Minor Flood,1
Kalutara,Wet,Wet,Kalu Ganga,2018,69.4,28.2,100.4,264.8,355.4,384.2,278.6,255.2,333.7,224.3,248.0,33.1,2575.2,126.9,2,Minor Flood,1
